TooltipMessage/GameManualButton/Unlock,Game Manual
GameManualItem/content/IntroGitCommand/2,"This command has 3 command fields:

<b>First command field  -   <color=#CF001C>git</color>:</b>
This is a keyword that must be entered when executing Git commands. 
Commands related to Git need to begin with <color=#CF001C>git</color>.

<b>Second command field  -   <color=#173D91>add</color>:</b>
This content is usually used to determine the type of Git command.
The <color=#173D91>add</color> command type is used to move files to the staging area.

<b>Third command field  -   <color=#244B0E>Text_File.txt</color>:</b>
Depending on the type of command, 
some commands can add other keywords in front to achieve various features. 
Check Git's official website to learn how to use a particular command type."
GameManualItem/content/IntroGitCommand/3/Title,Notes
GameManualItem/content/IntroGitCommand/3,"This game will focus on the most basic and practical Git commands. 
You only need to learn the commands mentioned in the game manual and stage.

Here are some key points to note when executing Git commands:

<b>1. Use spaces to separate command fields:</b>
     Git needs spaces to recognize the content of each field to execute different functions.

<b>2. Pay attention to the case of the command:</b>
     Git commands need to ensure the case are same as the command format.
     It can avoid accidental errors.

<b>3. Enter commands according to the format mentioned in the game manual and stage:</b>
     The game simplifies the diverse structure of Git commands. 
     By following the methods mentioned in the tutorials, 
     you can execute the command successfully."
GameManualItem/content/IntroCommitHistory/1,"The Commit History window is a separate display for the output of the 'git log' command. 
It shows the results of the 'git log' command execution.
and makes some improvements to enhance your understanding of the commit history."
GameManualItem/content/IntroCommitHistory/2/Title,Current display content
GameManualItem/content/IntroCommitHistory/2,"You can click on previously executed commands 
to view the commit history's status at different points in time. 
The corresponding command ID will be displayed here."
GameManualItem/content/IntroCommitHistory/3/Title,Commit History area
GameManualItem/content/IntroCommitHistory/3,"The commit history is divided into two parts: local and remote. 
If the current scenario has a remote repository, 
you can expand or collapse the content using the remote button."
GameManualItem/content/IntroCommitHistory/4/Title,Commit History branch list and HEAD
GameManualItem/content/IntroCommitHistory/4,"This area displays the list of branches in the local and remote repositories. 
Based on the color on the list, and the color shown on the commits.
You can define which branch a commit belongs to.

Besides, when you click on a branch in the list, 
all commits belonging to that clicked branch will switch to the color representing that branch.

The flag icon represents HEAD.
It shows the current commit where Git is located. 
Clicking HEAD on the branch list will display all the commit history on HEAD."
GameManualItem/content/IntroCommitHistory/5/Title,Commit detail content
GameManualItem/content/IntroCommitHistory/5,"When running the 'git log' command in the real scenario.
Details like the author, time, and message of the commit are displayed in the command line.

In this game, these details are hidden. 
To view this information, please click on a specific commit. 
A pop-up will show all the detailed information about that commit."
GameManualItem/content/IntroCommitHistory/6/Title,Locked commits
GameManualItem/content/IntroCommitHistory/6,"When running the 'git log' command in the real scenario.
If we have not updated the remote repository with commands like 'git pull', 
we cannot see the information on these locked commits.

In the game, this feature reminds you. 
please use 'git pull' to update the content of the remote repository if you need it."
